date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:06	10462/10462	---MCZ	200	added ('OK')	text/html	etag:W/%22967133de6128083f9d4650f190445ce6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/genindex.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/genindex.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:06	10716/10716	---MCZ	200	added ('OK')	text/html	etag:W/%22e0ef0df936eaf1e84b67e09052e32397%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/search.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/search.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:06	12282/12282	---MCZ	200	added ('OK')	text/html	etag:W/%224fae6d7f0b18e6f0ca6169036e965b77%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/Introduction.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/Introduction.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:06	451533/451533	---MCZ	200	added ('OK')	application/javascript	etag:W/%22970489b65aba695b23dead88a86236b5%22	https://45-in-1-sensor-kit.readthedocs.io/_/static/javascript/readthedocs-addons.js	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/_/static/javascript/readthedocs-addons.js	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:07	11420/11420	---MCZ	200	added ('OK')	text/html	etag:W/%226de09ce4a2ed3af41897424577876fe6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/component_list.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/component_list.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:07	18231/18231	---MCZ	200	added ('OK')	text/html	etag:W/%22af78c8aa13f0dadf28ed5d429a9f6de6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/1.rgb_led.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/1.rgb_led.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:07	18251/18251	---MCZ	200	added ('OK')	text/html	etag:W/%224b5a7f92c07d8953afe48d5964798014%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/2.smd_rgb.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/2.smd_rgb.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:07	12696/12696	---MCZ	200	added ('OK')	text/html	etag:W/%22d97eab9575225db1ea806be446704a1d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/3.7_color_flash.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/3.7_color_flash.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:08	14185/14185	---MCZ	200	added ('OK')	text/html	etag:W/%221a13e52c8e4b53a36dc4d8b75b8315fc%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/4.laser_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/4.laser_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:08	15311/15311	---MCZ	200	added ('OK')	text/html	etag:W/%2243e0b0552504cfefd13a8a14ee1b9cca%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/5.ir_transmitters.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/5.ir_transmitters.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:08	19060/19060	---MCZ	200	added ('OK')	text/html	etag:W/%225a7802238d4bd018e7a35c72256cb1f9%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/6.ir_receiver.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/6.ir_receiver.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:08	20506/20506	---MCZ	200	added ('OK')	text/html	etag:W/%22faeb11a88c42551193cffeae36add9e3%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/7.dht11_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/7.dht11_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:09	17587/17587	---MCZ	200	added ('OK')	text/html	etag:W/%223bf1169c0f630f55f86e138b568817e6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/8.double_color_led.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/8.double_color_led.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:09	17608/17608	---MCZ	200	added ('OK')	text/html	etag:W/%2226534a8f6dd048735bdb11a2b045156e%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/9.mini_double_color_led.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/9.mini_double_color_led.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:09	19911/19911	---MCZ	200	added ('OK')	text/html	etag:W/%228604dff6bb2bef0938e5da8fe4e5b6e6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/10.light_cup.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/10.light_cup.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:09	14671/14671	---MCZ	200	added ('OK')	text/html	etag:W/%2248879595aa87c92e83234df182362b95%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/11.active_buzzer.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/11.active_buzzer.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:10	16720/16720	---MCZ	200	added ('OK')	text/html	etag:W/%2251c93bbbaac9d3192adffc50e6d1d974%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/12.passtive_buzzer.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/12.passtive_buzzer.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:10	18561/18561	---MCZ	200	added ('OK')	text/html	etag:W/%2287037bd62bd43632854411c342cc682f%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/13.analog_temperature.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/13.analog_temperature.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:10	15528/15528	---MCZ	200	added ('OK')	text/html	etag:W/%22cec0690acea42c13f4195b5e7a732f3d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/14.photoresistor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/14.photoresistor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:10	22005/22005	---MCZ	200	added ('OK')	text/html	etag:W/%2238744d383d9c32d0c372dda9854423b4%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/15.ds18b20_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/15.ds18b20_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:11	16276/16276	---MCZ	200	added ('OK')	text/html	etag:W/%22aad564419dd6ef8f172c565b1d64096c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/16.shock_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/16.shock_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:11	17027/17027	---MCZ	200	added ('OK')	text/html	etag:W/%2255c1d00fb43d795f7eb892f43706990a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/17.pulse_rate_monitor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/17.pulse_rate_monitor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:11	16305/16305	---MCZ	200	added ('OK')	text/html	etag:W/%2232a8b82e2c2640572db063086efa1899%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/18.button.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/18.button.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:11	18299/18299	---MCZ	200	added ('OK')	text/html	etag:W/%22b0ec1936b5cfc360929ad2d5b2e440aa%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/19.rotary_encoder.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/19.rotary_encoder.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:11	15271/15271	---MCZ	200	added ('OK')	text/html	etag:W/%220654a5dec3c3da1316d41e7f3e264e83%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/20.Joystick.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/20.Joystick.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:12	15735/15735	---MCZ	200	added ('OK')	text/html	etag:W/%22a11beb725277ce5643ffe3da8568dcd4%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/21.tilt_switch.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/21.tilt_switch.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:12	16312/16312	---MCZ	200	added ('OK')	text/html	etag:W/%22b5c620b4b4e0166b626a87a001aca84b%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/22.ky-035_hall_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/22.ky-035_hall_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:12	15282/15282	---MCZ	200	added ('OK')	text/html	etag:W/%22354f0fc03bc3bde09af6851f9abd3ed8%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/23.tap_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/23.tap_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:12	16065/16065	---MCZ	200	added ('OK')	text/html	etag:W/%22cd32faec16458a2b7ef4c48ad91d4c5a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/24.ky-003_hall_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/24.ky-003_hall_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:13	15769/15769	---MCZ	200	added ('OK')	text/html	etag:W/%2204f900543b9d16a88a707885edb410ad%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/25.mercury_tilt_switch.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/25.mercury_tilt_switch.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:13	16102/16102	---MCZ	200	added ('OK')	text/html	etag:W/%22ce8a74ede54de5706eb21e17482c06bc%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/26.reed_switch.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/26.reed_switch.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:13	16057/16057	---MCZ	200	added ('OK')	text/html	etag:W/%2257f8393520a26203357f04973b5f1f16%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/27.photo_interrupter_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/27.photo_interrupter_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:13	16455/16455	---MCZ	200	added ('OK')	text/html	etag:W/%22333b8d13a2a6dde353170183ee2fd75d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/28.line_tracking_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/28.line_tracking_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:13	17422/17422	---MCZ	200	added ('OK')	text/html	etag:W/%2284d2f54ebb453bbdcdf9d22135ac6ff3%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/29.infrared_obstacle_avoidance_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/29.infrared_obstacle_avoidance_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:14	15694/15694	---MCZ	200	added ('OK')	text/html	etag:W/%226acd615cb18390ffd2b2fc7e56e40254%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/30.relay.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/30.relay.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:14	13909/13909	---MCZ	200	added ('OK')	text/html	etag:W/%225274c2d8c15e18849770d8bda52b9de6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/31.breadboard_power_supply_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/31.breadboard_power_supply_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:14	17790/17790	---MCZ	200	added ('OK')	text/html	etag:W/%2275a05c0982c8663958117f891149198c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/32.linear_magnetic_hall_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/32.linear_magnetic_hall_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:14	17586/17586	---MCZ	200	added ('OK')	text/html	etag:W/%223bb574cd1c306107cd479a2989f2ae88%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/33.metal_touch_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/33.metal_touch_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:15	17382/17382	---MCZ	200	added ('OK')	text/html	etag:W/%22fa45c227a99ce7e3568c57938f633f7f%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/34.flame_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/34.flame_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:15	17609/17609	---MCZ	200	added ('OK')	text/html	etag:W/%2285faa7707193a0d1e6d8dda293c03277%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/35.digital_temperature_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/35.digital_temperature_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:15	17456/17456	---MCZ	200	added ('OK')	text/html	etag:W/%2207fd12ebf90ce6260165dce9933e1a3d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/36.reed_switch_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/36.reed_switch_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:15	18321/18321	---MCZ	200	added ('OK')	text/html	etag:W/%225e7399a446c04d9fcb3b8303cd0c5119%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/37.high_sensitivity_sound_detection_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/37.high_sensitivity_sound_detection_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:15	16739/16739	---MCZ	200	added ('OK')	text/html	etag:W/%2236f14ad6b62804afc6fca08b2b430ac6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/38.microphone_sound_sensor_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/38.microphone_sound_sensor_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:16	17113/17113	---MCZ	200	added ('OK')	text/html	etag:W/%222629a268dbbe27e51610ee1168695e9e%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/39.water_level_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/39.water_level_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:16	25614/25614	---MCZ	200	added ('OK')	text/html	etag:W/%22859e8ea992415fde0368b698c95e2fce%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/40.gy521_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/40.gy521_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:16	12930/12930	---MCZ	200	added ('OK')	text/html	etag:W/%223e553efbe674b29db42f44d11b3ef6ca%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/41.mp1854en.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/41.mp1854en.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:16	18543/18543	---MCZ	200	added ('OK')	text/html	etag:W/%2276a1a5356beff8c0ee96101fb662e71c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/42.soil_moisture_sensor.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/42.soil_moisture_sensor.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:17	24962/24962	---MCZ	200	added ('OK')	text/html	etag:W/%2212445994d960b9a8a8d4d0e2ab36287f%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/43.ds1302_rtc_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/43.ds1302_rtc_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:17	16835/16835	---MCZ	200	added ('OK')	text/html	etag:W/%220fedc42a87f019bbbb5ed711ed3b3785%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/44.sd_card_info.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/44.sd_card_info.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:17	16583/16583	---MCZ	200	added ('OK')	text/html	etag:W/%22fb86fe469d1b576fda3ea27bcd253a6e%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/45.ultrasonic_module.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/45.ultrasonic_module.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/)
15:41:17	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.eot?674f50d287a8c48dc19ba404d20fe713	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont2967.eot	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:18	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.eot?674f50d287a8c48dc19ba404d20fe713?	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfontfb78.eot	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:18	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.woff2?af7ae505a9eed503f8b8e6982036873e	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfontbb99.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:18	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.woff?fee66e712a8a08eef5805a46892932ad	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfontce29.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:18	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b06871f281fee6b241d60582ae9369b9%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.ttf?b06871f281fee6b241d60582ae9369b9	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont1bb7.ttf	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:18	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22912ec66d7572ff821749319396470bde%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont.svg?912ec66d7572ff821749319396470bde	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/fontawesome-webfont2f98.svg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:19	182708/182708	---M--	200	added ('OK')	font/woff2	etag:%22bd03a2cc277bbbc338d464e679fe9942%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal.woff2?bd03a2cc277bbbc338d464e679fe9942	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal96f5.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:19	309192/309192	---M--	200	added ('OK')	font/woff	etag:%2227bd77b9162d388cb8d4c4217c7c5e2a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal.woff?27bd77b9162d388cb8d4c4217c7c5e2a	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal86b9.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
